unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou,top1-label,top1-category,top1-iou,top2-label,top2-category,top2-iou,top3-label,top3-category,top3-iou,top4-label,top4-category,top4-iou,top5-label,top5-category,top5-iou
14,object,floor,0.019296110088551185,brown-c,182265724,1997166,558064,0.00303783,floor,20378155,1137396,407307,0.019296110088551185,wheel,1513439,331619,17205,0.009412683,carpet,4405463,264690,67953,0.014765329624961975,classroom-s,639744,684572,14567,0.011121978333253166,perforated,1793792,154494,34580,0.018069651242144824,"{'number': 14, 'name': 'floor', 'category': {'object': 12133, 'part': 4}, 'frequency': 12137, 'coverage': 1653.990309, 'syns': ['flooring']}",object,0.019296110088551185,"{'number': 334, 'name': 'perforated', 'category': {'texture': 143}, 'frequency': 143, 'coverage': 143.0, 'syns': ['']}",texture,0.018069651242144824,"{'number': 41, 'name': 'carpet', 'category': {'material': 2599, 'object': 1467}, 'frequency': 4066, 'coverage': 355.811916, 'syns': ['carpeting', 'rug']}",material,0.014765329624961975,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.011299387182383373,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.011212485575610229
15,part,stern,0.012601278380762764,white-c,72511065,1156254,121378,0.00165037,airplane,1293178,563850,12388,0.006715674,stern,184796,114775,3728,0.012601278380762764,granite,1315719,191698,3184,0.002116693,corridor-s,1530368,306435,5759,0.0031452,freckled,1555456,69227,4945,0.003052963,"{'number': 171, 'name': 'stern', 'category': {'part': 527}, 'frequency': 527, 'coverage': 14.897849, 'syns': ['']}",part,0.012601278380762764,"{'number': 154, 'name': 'airplane', 'category': {'object': 597}, 'frequency': 597, 'coverage': 103.947444, 'syns': ['aeroplane']}",object,0.006715674,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.004765552,"{'number': 98, 'name': 'body', 'category': {'part': 1195, 'object': 1}, 'frequency': 1196, 'coverage': 104.292191, 'syns': ['']}",part,0.00455712,"{'number': 50, 'name': 'lamp', 'category': {'object': 3386, 'part': 5}, 'frequency': 3391, 'coverage': 48.047357, 'syns': ['']}",object,0.003938678
16,part,screen,0.028763114,white-c,72511065,2152324,808513,0.010947320526271008,swimming pool,200439,1182683,23992,0.017652468858755235,screen,677188,201458,24566,0.028763114,glass,2246777,212271,41208,0.017043311,swimming_pool-outdoor-s,263424,695120,13255,0.014022167,spiralled,1605632,211823,19038,0.010585976444840101,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.028763114,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.020632144615011748,"{'number': 473, 'name': 'swimming pool', 'category': {'object': 70}, 'frequency': 70, 'coverage': 16.223347, 'syns': ['natatorium', 'swimming bath']}",object,0.017652468858755235,"{'number': 30, 'name': 'glass', 'category': {'material': 5500, 'object': 21}, 'frequency': 5521, 'coverage': 181.69107, 'syns': ['']}",material,0.017043311,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.015228167
17,scene,building_facade-s,0.005127715,black-c,139916835,1578720,308525,0.002185222,house,1833277,889514,13418,0.004952437,balcony,317196,154866,2173,0.004624496,carpet,4405463,241292,11899,0.002567286,building_facade-s,3148544,606781,19158,0.005127715,interlaced,1630720,25583,2255,0.001363322,"{'number': 269, 'name': 'building_facade-s', 'category': {'scene': 251}, 'frequency': 251, 'coverage': 251.0, 'syns': ['']}",scene,0.005127715,"{'number': 131, 'name': 'house', 'category': {'object': 736}, 'frequency': 736, 'coverage': 148.045081, 'syns': ['']}",object,0.004952437,"{'number': 477, 'name': 'staircase-s', 'category': {'scene': 69}, 'frequency': 69, 'coverage': 69.0, 'syns': ['']}",scene,0.004895765,"{'number': 515, 'name': 'house-s', 'category': {'scene': 55}, 'frequency': 55, 'coverage': 55.0, 'syns': ['']}",scene,0.004773971,"{'number': 18, 'name': 'building', 'category': {'object': 9722}, 'frequency': 9722, 'coverage': 2845.748895, 'syns': ['edifice']}",object,0.004693895
18,part,wheel,0.034320155962772665,black-c,139916835,1661346,491348,0.003482593,car,5354795,958027,135426,0.02192283,wheel,1513439,419875,64150,0.034320155962772665,metal,3462561,172438,6517,0.001796068,laundromat-s,363776,511721,8030,0.009256836,zigzagged,1618176,91216,29215,0.017388048997218745,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.034320155962772665,"{'number': 38, 'name': 'car', 'category': {'object': 4743}, 'frequency': 4743, 'coverage': 431.686181, 'syns': ['motorcar', 'automobile', 'auto']}",object,0.02192283,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.017388048997218745,"{'number': 203, 'name': 'bus', 'category': {'object': 399}, 'frequency': 399, 'coverage': 131.143655, 'syns': ['']}",object,0.016400156,"{'number': 137, 'name': 'rim', 'category': {'part': 695, 'object': 2}, 'frequency': 697, 'coverage': 2.421746, 'syns': ['']}",part,0.012587976242474454
19,material,tile,0.026414746,grey-c,159331282,2433960,710334,0.004410508,floor,20378155,1471139,557863,0.026201291965767825,crosswalk,241792,118133,8887,0.025316347517932523,tile,3959469,457790,113678,0.026414746,corridor-s,1530368,988623,36490,0.014698886,potholed,1580544,4679,762,0.000480921,"{'number': 49, 'name': 'tile', 'category': {'material': 3409, 'object': 18}, 'frequency': 3427, 'coverage': 320.008102, 'syns': ['']}",material,0.026414746,"{'number': 14, 'name': 'floor', 'category': {'object': 12133, 'part': 4}, 'frequency': 12137, 'coverage': 1653.990309, 'syns': ['flooring']}",object,0.026201291965767825,"{'number': 256, 'name': 'crosswalk', 'category': {'part': 279}, 'frequency': 279, 'coverage': 19.70806, 'syns': ['']}",part,0.025316347517932523,"{'number': 43, 'name': 'sidewalk', 'category': {'object': 3754, 'part': 2}, 'frequency': 3756, 'coverage': 324.970439, 'syns': ['']}",object,0.021071153347377535,"{'number': 31, 'name': 'road', 'category': {'object': 5500, 'part': 1}, 'frequency': 5501, 'coverage': 1042.181608, 'syns': ['route']}",object,0.020840405721923385
20,texture,waffled,0.030360280498185645,orange-c,30348501,2050811,700142,0.022087077,ceiling,12122565,677964,91459,0.007196357,drawer,540514,105173,4166,0.006493942,food,1104928,618256,30455,0.017991657,bakery-shop-s,715008,438716,17053,0.015002582101593161,waffled,1555456,198482,51681,0.030360280498185645,"{'number': 376, 'name': 'waffled', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.030360280498185645,"{'number': 11, 'name': 'orange-c', 'category': {'color': 50369}, 'frequency': 50369, 'coverage': 2427.774769, 'syns': ['']}",color,0.022087077,"{'number': 94, 'name': 'food', 'category': {'material': 849, 'object': 425}, 'frequency': 1274, 'coverage': 89.287943, 'syns': ['solid food']}",material,0.017991657,"{'number': 9, 'name': 'yellow-c', 'category': {'color': 57560}, 'frequency': 57560, 'coverage': 2730.587283, 'syns': ['']}",color,0.015191729349442375,"{'number': 509, 'name': 'bakery-shop-s', 'category': {'scene': 57}, 'frequency': 57, 'coverage': 57.0, 'syns': ['']}",scene,0.015002582101593161
21,material,food,0.026070771627633972,orange-c,30348501,1698851,130789,0.004097841,painting,2207098,729948,58786,0.020424145143246267,screen,677188,110012,10175,0.013094816769087221,food,1104928,305789,35844,0.026070771627633972,supermarket-s,388864,486130,10865,0.012573354209845983,sprinkled,1718528,50609,4979,0.00282231,"{'number': 94, 'name': 'food', 'category': {'material': 849, 'object': 425}, 'frequency': 1274, 'coverage': 89.287943, 'syns': ['solid food']}",material,0.026070771627633972,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.020424145143246267,"{'number': 78, 'name': 'book', 'category': {'object': 1641}, 'frequency': 1641, 'coverage': 49.526615, 'syns': ['']}",object,0.019368652417765652,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.013094816769087221,"{'number': 30, 'name': 'glass', 'category': {'material': 5500, 'object': 21}, 'frequency': 5521, 'coverage': 181.69107, 'syns': ['']}",material,0.012944722
22,texture,meshed,0.028792872,green-c,63326720,2373324,341309,0.005222087,fence,2236367,1249934,47104,0.013696220367719558,safety side,15966,148907,1803,0.011056601459495916,wallpaper,479323,101104,4107,0.007126249,fence-s,150528,777673,9593,0.010442974587636945,meshed,1756160,683969,68292,0.028792872,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.028792872,"{'number': 325, 'name': 'knitted', 'category': {'texture': 148}, 'frequency': 148, 'coverage': 148.0, 'syns': ['']}",texture,0.020805624779503533,"{'number': 335, 'name': 'woven', 'category': {'texture': 142}, 'frequency': 142, 'coverage': 142.0, 'syns': ['']}",texture,0.018605159,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.018420769,"{'number': 391, 'name': 'grooved', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.015497446701724944
23,part,screen,0.032211,white-c,72511065,2064126,245088,0.003297291,tvmonitor,1019561,936235,30265,0.015717742274728375,screen,677188,165411,26294,0.032211,glass,2246777,440391,19082,0.007151943,corridor-s,1530368,566091,21954,0.010582765527198055,interlaced,1630720,46068,6640,0.003975696,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.032211,"{'number': 168, 'name': 'tvmonitor', 'category': {'object': 536}, 'frequency': 536, 'coverage': 82.132809, 'syns': ['']}",object,0.015717742274728375,"{'number': 383, 'name': 'corridor-s', 'category': {'scene': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",scene,0.010582765527198055,"{'number': 742, 'name': 'cloister-indoor-s', 'category': {'scene': 21}, 'frequency': 21, 'coverage': 21.0, 'syns': ['']}",scene,0.008168509,"{'number': 30, 'name': 'glass', 'category': {'material': 5500, 'object': 21}, 'frequency': 5521, 'coverage': 181.69107, 'syns': ['']}",material,0.007151943
24,texture,chequered,0.045440187,red-c,21004512,2127932,96945,0.004208504,skyscraper,1270392,788070,23822,0.011708213738056856,wheel,1513439,102414,8176,0.005085599,brick,422313,236763,5223,0.007988034,cloister-indoor-s,263424,500417,7681,0.010157903,chequered,1530368,514904,88898,0.045440187,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.045440187,"{'number': 337, 'name': 'meshed', 'category': {'texture': 140}, 'frequency': 140, 'coverage': 140.0, 'syns': ['']}",texture,0.029233766,"{'number': 372, 'name': 'lined', 'category': {'texture': 125}, 'frequency': 125, 'coverage': 125.0, 'syns': ['']}",texture,0.024523289,"{'number': 359, 'name': 'spiralled', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.020539421,"{'number': 390, 'name': 'cobwebbed', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.017728013283667358
25,part,pane,0.029483921070281333,white-c,72511065,2039620,298954,0.004026223,windowpane,8841352,1115717,198961,0.020389300876768324,pane,480756,219186,20046,0.029483921070281333,glass,2246777,240387,34508,0.014069645,building_facade-s,3148544,770404,38712,0.009976713,chequered,1530368,112202,37444,0.023327763677119428,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.029483921070281333,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.023327763677119428,"{'number': 416, 'name': 'upper sash', 'category': {'part': 104}, 'frequency': 104, 'coverage': 3.590185, 'syns': ['']}",part,0.022289063106419305,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.020736445584196114,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.020553920771289574
26,texture,dotted,0.006617198,red-c,21004512,1718735,98258,0.004342897,car,5354795,905037,33270,0.005343238,wheel,1513439,282722,8384,0.004689623,paper,471596,284051,3409,0.00453181,ball_pit-s,275968,447385,3576,0.004968205,dotted,2935296,95570,19924,0.006617198,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.006617198,"{'number': 341, 'name': 'sprinkled', 'category': {'texture': 137}, 'frequency': 137, 'coverage': 137.0, 'syns': ['']}",texture,0.005424788,"{'number': 38, 'name': 'car', 'category': {'object': 4743}, 'frequency': 4743, 'coverage': 431.686181, 'syns': ['motorcar', 'automobile', 'auto']}",object,0.005343238,"{'number': 722, 'name': 'ball_pit-s', 'category': {'scene': 22}, 'frequency': 22, 'coverage': 22.0, 'syns': ['']}",scene,0.004968205,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.004689623
