unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou,top1-label,top1-category,top1-iou,top2-label,top2-category,top2-iou,top3-label,top3-category,top3-iou,top4-label,top4-category,top4-iou,top5-label,top5-category,top5-iou
1,part,hand,0.010417431,pink-c,18491188,1326234,92990,0.004714458,person,14523849,592764,68690,0.00456475,hand,398768,165537,5818,0.010417431,skin,177664,241981,1423,0.003402499,living_room-s,9621248,329419,25766,0.002596096,stratified,1568000,99689,5113,0.003075348,"{'number': 42, 'name': 'hand', 'category': {'part': 3832}, 'frequency': 3832, 'coverage': 32.257961, 'syns': ['']}",part,0.010417431,"{'number': 37, 'name': 'nose', 'category': {'part': 4805}, 'frequency': 4805, 'coverage': 12.527917, 'syns': ['']}",part,0.006377323,"{'number': 6, 'name': 'pink-c', 'category': {'color': 60755}, 'frequency': 60755, 'coverage': 1478.518582, 'syns': ['']}",color,0.004714458,"{'number': 11, 'name': 'orange-c', 'category': {'color': 50369}, 'frequency': 50369, 'coverage': 2427.774769, 'syns': ['']}",color,0.00466715,"{'number': 19, 'name': 'person', 'category': {'object': 9520}, 'frequency': 9520, 'coverage': 1169.760523, 'syns': ['soul', 'someone', 'somebody', 'individual', 'mortal']}",object,0.00456475
2,part,pane,0.013406272,yellow-c,34166024,1185771,90447,0.002565047,painting,2207098,524593,24703,0.009125641,pane,480756,125945,8026,0.013406272,glass,2246777,234472,22262,0.009053322,bow_window-indoor-s,413952,304160,2303,0.003217339,meshed,1756160,91532,8103,0.004404788,"{'number': 133, 'name': 'pane', 'category': {'part': 727}, 'frequency': 727, 'coverage': 38.963388, 'syns': ['']}",part,0.013406272,"{'number': 40, 'name': 'painting', 'category': {'object': 4285}, 'frequency': 4285, 'coverage': 178.186762, 'syns': ['picture']}",object,0.009125641,"{'number': 30, 'name': 'glass', 'category': {'material': 5500, 'object': 21}, 'frequency': 5521, 'coverage': 181.69107, 'syns': ['']}",material,0.009053322,"{'number': 416, 'name': 'upper sash', 'category': {'part': 104}, 'frequency': 104, 'coverage': 3.590185, 'syns': ['']}",part,0.005649918,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.005634312
3,texture,polka-dotted,0.037063055,red-c,21004512,1339848,58759,0.002636635,lamp,593361,537581,24205,0.021870598,shade,197478,192365,8506,0.02230573,ceramic,679072,162757,3379,0.004030055,mosque-outdoor-s,225792,324444,3625,0.006631773,polka-dotted,1705984,331316,72810,0.037063055,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.037063055,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.032642916,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.030627118,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.02230573,"{'number': 50, 'name': 'lamp', 'category': {'object': 3386, 'part': 5}, 'frequency': 3391, 'coverage': 48.047357, 'syns': ['']}",object,0.021870598
4,texture,striped,0.007869588,black-c,139916835,1626346,318840,0.002257684,building,35246027,766939,137841,0.003842244,wheel,1513439,166715,8738,0.005227903,metal,3462561,268235,15141,0.004074921,supermarket-s,388864,457051,3169,0.003760326,striped,2433536,141981,20110,0.007869588,"{'number': 295, 'name': 'striped', 'category': {'texture': 194}, 'frequency': 194, 'coverage': 194.0, 'syns': ['']}",texture,0.007869588,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.0057174,"{'number': 359, 'name': 'spiralled', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.00569888,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.005227903,"{'number': 181, 'name': 'footboard', 'category': {'part': 481}, 'frequency': 481, 'coverage': 29.727928, 'syns': ['']}",part,0.004731624
5,texture,banded,0.030424421,white-c,72511065,1487456,300822,0.004081837,pole,439586,645999,6145,0.005692767,frame,136341,133288,3220,0.012086679,metal,3462561,186350,6092,0.001672331,closet-s,990976,391711,9538,0.006946078,banded,2571520,180045,81243,0.030424421,"{'number': 290, 'name': 'banded', 'category': {'texture': 205}, 'frequency': 205, 'coverage': 205.0, 'syns': ['']}",texture,0.030424421,"{'number': 372, 'name': 'lined', 'category': {'texture': 125}, 'frequency': 125, 'coverage': 125.0, 'syns': ['']}",texture,0.020044407,"{'number': 295, 'name': 'striped', 'category': {'texture': 194}, 'frequency': 194, 'coverage': 194.0, 'syns': ['']}",texture,0.013972484,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.012086679,"{'number': 391, 'name': 'grooved', 'category': {'texture': 120}, 'frequency': 120, 'coverage': 120.0, 'syns': ['']}",texture,0.007947193
6,texture,polka-dotted,0.010728071,green-c,63326720,1515443,624834,0.00972999,plant,3760075,757115,28273,0.006298401,screen,677188,169731,4300,0.005103137,plastic-opaque,577397,182947,2478,0.003269707,ball_pit-s,275968,377466,5378,0.008298666,polka-dotted,1705984,300102,21293,0.010728071,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.010728071,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.010076104,"{'number': 5, 'name': 'green-c', 'category': {'color': 61508}, 'frequency': 61508, 'coverage': 5049.989735, 'syns': ['']}",color,0.00972999,"{'number': 357, 'name': 'frilly', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.008618813,"{'number': 722, 'name': 'ball_pit-s', 'category': {'scene': 22}, 'frequency': 22, 'coverage': 22.0, 'syns': ['']}",scene,0.008298666
7,object,plant,0.024523473,green-c,63326720,1968240,1384558,0.021664048,plant,3760075,1241958,119731,0.024523473,body,1291612,251405,5935,0.003861212,food,1104928,163093,9179,0.007291622,park-s,1179136,593752,15864,0.009028903,veined,1806336,265962,35481,0.017419827,"{'number': 35, 'name': 'plant', 'category': {'object': 4546, 'part': 452}, 'frequency': 4998, 'coverage': 304.198798, 'syns': ['flora', 'plant life']}",object,0.024523473,"{'number': 33, 'name': 'grass', 'category': {'object': 5390}, 'frequency': 5390, 'coverage': 1039.167345, 'syns': ['']}",object,0.022565224,"{'number': 5, 'name': 'green-c', 'category': {'color': 61508}, 'frequency': 61508, 'coverage': 5049.989735, 'syns': ['']}",color,0.021664048,"{'number': 331, 'name': 'veined', 'category': {'texture': 144}, 'frequency': 144, 'coverage': 144.0, 'syns': ['']}",texture,0.017419827,"{'number': 357, 'name': 'frilly', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.012859797
8,texture,lined,0.01582645,white-c,72511065,1281129,232417,0.003159566,bus,1628191,730947,22505,0.00963138,frame,136341,150826,2520,0.008853071,plastic-opaque,577397,139097,2985,0.004183549,building_facade-s,3148544,413203,23845,0.00673987,lined,1568000,113464,26197,0.01582645,"{'number': 372, 'name': 'lined', 'category': {'texture': 125}, 'frequency': 125, 'coverage': 125.0, 'syns': ['']}",texture,0.01582645,"{'number': 343, 'name': 'grid', 'category': {'texture': 134, 'object': 2}, 'frequency': 136, 'coverage': 134.108822, 'syns': ['']}",texture,0.011971523,"{'number': 290, 'name': 'banded', 'category': {'texture': 205}, 'frequency': 205, 'coverage': 205.0, 'syns': ['']}",texture,0.010310877,"{'number': 203, 'name': 'bus', 'category': {'object': 399}, 'frequency': 399, 'coverage': 131.143655, 'syns': ['']}",object,0.00963138,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.008853071
9,part,back pillow,0.00529175,orange-c,30348501,1280600,76625,0.002428494,sheep,811669,594435,6205,0.004432463,back pillow,282308,160710,2332,0.00529175,leather,470954,238364,2483,0.003512842,moon_bounce-s,137984,338027,1520,0.003203433,waffled,1555456,62446,7289,0.004525606,"{'number': 140, 'name': 'back pillow', 'category': {'part': 644}, 'frequency': 644, 'coverage': 22.95188, 'syns': ['']}",part,0.00529175,"{'number': 162, 'name': 'inside arm', 'category': {'part': 575}, 'frequency': 575, 'coverage': 9.107464, 'syns': ['']}",part,0.004963236,"{'number': 376, 'name': 'waffled', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.004525606,"{'number': 243, 'name': 'sheep', 'category': {'object': 303}, 'frequency': 303, 'coverage': 65.363339, 'syns': ['']}",object,0.004432463,"{'number': 81, 'name': 'back', 'category': {'part': 1619}, 'frequency': 1619, 'coverage': 48.180077, 'syns': ['']}",part,0.003870253
10,texture,polka-dotted,0.0210466,orange-c,30348501,1049906,68882,0.002198629,lamp,593361,379352,3509,0.003620497,shade,197478,122838,1657,0.005199916,skin,177664,152256,1135,0.003452104,anechoic_chamber-s,137984,206414,1053,0.003066886,polka-dotted,1705984,179255,38860,0.0210466,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.0210466,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.017814152,"{'number': 334, 'name': 'perforated', 'category': {'texture': 143}, 'frequency': 143, 'coverage': 143.0, 'syns': ['']}",texture,0.017635676,"{'number': 364, 'name': 'studded', 'category': {'texture': 127}, 'frequency': 127, 'coverage': 127.0, 'syns': ['']}",texture,0.012373471,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.006407585
11,color,black-c,0.009002899,black-c,139916835,1771709,1264226,0.009002899,shelves,430713,630066,2902,0.00274323,frame,136341,128364,907,0.003438237,wood,9793596,376902,30004,0.00295883,bar-s,765184,299481,3907,0.003683215,spiralled,1605632,120085,8952,0.005214459,"{'number': 1, 'name': 'black-c', 'category': {'color': 62358}, 'frequency': 62358, 'coverage': 11135.320474, 'syns': ['']}",color,0.009002899,"{'number': 359, 'name': 'spiralled', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.005214459,"{'number': 10, 'name': 'red-c', 'category': {'color': 55938}, 'frequency': 55938, 'coverage': 1678.059729, 'syns': ['']}",color,0.005191985,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.004492195,"{'number': 499, 'name': 'bar-s', 'category': {'scene': 61}, 'frequency': 61, 'coverage': 61.0, 'syns': ['']}",scene,0.003683215
12,texture,chequered,0.005201402,black-c,139916835,1284143,390146,0.00277071,person,14523849,580636,39251,0.002605403,arm,2299112,211738,9113,0.003642669,leather,470954,301286,1584,0.002055392,hotel_room-s,2207744,294565,4811,0.001926328,chequered,1530368,68631,8274,0.005201402,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.005201402,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.004681985,"{'number': 28, 'name': 'arm', 'category': {'part': 6178}, 'frequency': 6178, 'coverage': 186.057706, 'syns': ['']}",part,0.003642669,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.003479191,"{'number': 1, 'name': 'black-c', 'category': {'color': 62358}, 'frequency': 62358, 'coverage': 11135.320474, 'syns': ['']}",color,0.00277071
13,texture,polka-dotted,0.004469754,brown-c,182265724,1491837,481332,0.002626265,ceiling,12122565,682963,50801,0.003982916,top,381885,167601,1241,0.002263587,wood,9793596,328753,34276,0.003397676,bakery-shop-s,715008,392881,2804,0.002537361,polka-dotted,1705984,84183,7966,0.004469754,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.004469754,"{'number': 25, 'name': 'ceiling', 'category': {'object': 7812, 'part': 3}, 'frequency': 7815, 'coverage': 974.896306, 'syns': ['']}",object,0.003982916,"{'number': 17, 'name': 'wood', 'category': {'material': 9905, 'object': 487}, 'frequency': 10392, 'coverage': 790.502928, 'syns': ['']}",material,0.003397676,"{'number': 27, 'name': 'table', 'category': {'object': 6246}, 'frequency': 6246, 'coverage': 386.74826, 'syns': ['']}",object,0.003070577,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.003041201
14,part,top,0.003227098,white-c,72511065,988882,108595,0.00147967,work surface,492152,468043,2692,0.002811479,top,381885,89092,1515,0.003227098,metal,3462561,191207,8654,0.002374137,archive-s,338688,291282,1442,0.002294249,chequered,1530368,41296,3784,0.00241345,"{'number': 108, 'name': 'top', 'category': {'part': 976, 'object': 2}, 'frequency': 978, 'coverage': 30.961475, 'syns': ['']}",part,0.003227098,"{'number': 125, 'name': 'work surface', 'category': {'object': 764, 'part': 15}, 'frequency': 779, 'coverage': 40.00315, 'syns': ['']}",object,0.002811479,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.00241345,"{'number': 34, 'name': 'metal', 'category': {'material': 4843, 'object': 216}, 'frequency': 5059, 'coverage': 279.712176, 'syns': ['']}",material,0.002374137,"{'number': 27, 'name': 'table', 'category': {'object': 6246}, 'frequency': 6246, 'coverage': 386.74826, 'syns': ['']}",object,0.002353261
15,texture,waffled,0.005160995,orange-c,30348501,831672,40718,0.001307602,cat,4163987,387595,14773,0.003256253,hair,1159565,119573,4589,0.003600489,leather,470954,146545,1431,0.002322796,car_interior-backseat-s,163072,200018,622,0.001716014,waffled,1555456,78979,8392,0.005160995,"{'number': 376, 'name': 'waffled', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.005160995,"{'number': 51, 'name': 'hair', 'category': {'part': 2813, 'material': 342, 'object': 1}, 'frequency': 3156, 'coverage': 93.815605, 'syns': ['']}",part,0.003600489,"{'number': 105, 'name': 'cat', 'category': {'object': 1023}, 'frequency': 1023, 'coverage': 335.39793, 'syns': ['']}",object,0.003256253,"{'number': 114, 'name': 'seat cushion', 'category': {'part': 886, 'object': 1}, 'frequency': 887, 'coverage': 27.623586, 'syns': ['']}",part,0.002812106,"{'number': 162, 'name': 'inside arm', 'category': {'part': 575}, 'frequency': 575, 'coverage': 9.107464, 'syns': ['']}",part,0.002781563
16,object,tree,0.004739158,white-c,72511065,1505724,190584,0.002581522,tree,21215516,828223,103976,0.004739158,hair,1159565,174504,3827,0.00287692,food,1104928,256732,2399,0.00176493,street-s,28111104,482501,75173,0.002635944,dotted,2935296,70184,7226,0.002410069,"{'number': 16, 'name': 'tree', 'category': {'object': 10551, 'part': 1}, 'frequency': 10552, 'coverage': 1706.847783, 'syns': ['']}",object,0.004739158,"{'number': 13, 'name': 'sky', 'category': {'object': 12271, 'material': 17}, 'frequency': 12288, 'coverage': 2946.669634, 'syns': ['']}",object,0.003808258,"{'number': 35, 'name': 'plant', 'category': {'object': 4546, 'part': 452}, 'frequency': 4998, 'coverage': 304.198798, 'syns': ['flora', 'plant life']}",object,0.003168039,"{'number': 51, 'name': 'hair', 'category': {'part': 2813, 'material': 342, 'object': 1}, 'frequency': 3156, 'coverage': 93.815605, 'syns': ['']}",part,0.00287692,"{'number': 59, 'name': 'street-s', 'category': {'scene': 2241}, 'frequency': 2241, 'coverage': 2241.0, 'syns': ['']}",scene,0.002635944
17,object,book,0.006867879,purple-c,10857154,974342,17127,0.001449675,book,615007,519132,7736,0.006867879,windows,68737,125970,934,0.004820073,glass,2246777,157034,4588,0.001912286,building_facade-s,3148544,336171,12424,0.003578041,honeycombed,1555456,22707,3833,0.002434687,"{'number': 78, 'name': 'book', 'category': {'object': 1641}, 'frequency': 1641, 'coverage': 49.526615, 'syns': ['']}",object,0.006867879,"{'number': 386, 'name': 'windows', 'category': {'part': 122}, 'frequency': 122, 'coverage': 5.581212, 'syns': ['']}",part,0.004820073,"{'number': 15, 'name': 'windowpane', 'category': {'object': 5904, 'part': 5610}, 'frequency': 11514, 'coverage': 714.292365, 'syns': ['window']}",object,0.00481891,"{'number': 103, 'name': 'headboard', 'category': {'part': 1056, 'object': 6}, 'frequency': 1062, 'coverage': 40.546068, 'syns': ['']}",part,0.004814467,"{'number': 92, 'name': 'column', 'category': {'part': 1311}, 'frequency': 1311, 'coverage': 15.706332, 'syns': ['']}",part,0.003708728
18,part,shade,0.011250081,yellow-c,34166024,1521114,188834,0.005319522,lamp,593361,583477,7193,0.006149729,shade,197478,162884,4009,0.011250081,metal,3462561,379843,26457,0.006933272,art_gallery-s,953344,333473,5557,0.004337137,frilly,1618176,81990,6080,0.003588956,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.011250081,"{'number': 34, 'name': 'metal', 'category': {'material': 4843, 'object': 216}, 'frequency': 5059, 'coverage': 279.712176, 'syns': ['']}",material,0.006933272,"{'number': 50, 'name': 'lamp', 'category': {'object': 3386, 'part': 5}, 'frequency': 3391, 'coverage': 48.047357, 'syns': ['']}",object,0.006149729,"{'number': 21, 'name': 'head', 'category': {'part': 8606}, 'frequency': 8606, 'coverage': 399.425894, 'syns': ['']}",part,0.005936818,"{'number': 9, 'name': 'yellow-c', 'category': {'color': 57560}, 'frequency': 57560, 'coverage': 2730.587283, 'syns': ['']}",color,0.005319522
19,part,wheel,0.025697266,pink-c,18491188,2047200,78925,0.003857628,plate,277519,779177,16058,0.015430918,wheel,1513439,349617,46676,0.025697266,ceramic,679072,463138,24392,0.021821084,podium-indoor-s,150528,327573,2787,0.005863492,swirly,1605632,306095,37436,0.019973419,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.025697266,"{'number': 84, 'name': 'ceramic', 'category': {'material': 1500}, 'frequency': 1500, 'coverage': 54.890824, 'syns': ['']}",material,0.021821084,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.019973419,"{'number': 356, 'name': 'zigzagged', 'category': {'texture': 129}, 'frequency': 129, 'coverage': 129.0, 'syns': ['']}",texture,0.016929706,"{'number': 217, 'name': 'lid', 'category': {'part': 351, 'object': 6}, 'frequency': 357, 'coverage': 7.332026, 'syns': ['']}",part,0.01684787
20,color,red-c,0.010681783,red-c,21004512,1355456,236320,0.010681783,pool table,435101,693235,5198,0.004628104,hand,398768,199335,3031,0.005093501,wood,9793596,251663,23855,0.002380405,ball_pit-s,275968,401508,4300,0.006387631,sprinkled,1718528,118869,7186,0.003926323,"{'number': 10, 'name': 'red-c', 'category': {'color': 55938}, 'frequency': 55938, 'coverage': 1678.059729, 'syns': ['']}",color,0.010681783,"{'number': 722, 'name': 'ball_pit-s', 'category': {'scene': 22}, 'frequency': 22, 'coverage': 22.0, 'syns': ['']}",scene,0.006387631,"{'number': 11, 'name': 'orange-c', 'category': {'color': 50369}, 'frequency': 50369, 'coverage': 2427.774769, 'syns': ['']}",color,0.006253929,"{'number': 42, 'name': 'hand', 'category': {'part': 3832}, 'frequency': 3832, 'coverage': 32.257961, 'syns': ['']}",part,0.005093501,"{'number': 6, 'name': 'pink-c', 'category': {'color': 60755}, 'frequency': 60755, 'coverage': 1478.518582, 'syns': ['']}",color,0.005073771
21,texture,chequered,0.026084778,white-c,72511065,1228060,382531,0.005214678,lamp,593361,570962,3317,0.002857005,frame,136341,150452,1383,0.004845661,paper,471596,234571,2490,0.003538555,bus_interior-s,351232,309332,1805,0.002740001,chequered,1530368,116338,41862,0.026084778,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.026084778,"{'number': 3, 'name': 'white-c', 'category': {'color': 62054}, 'frequency': 62054, 'coverage': 5778.038204, 'syns': ['']}",color,0.005214678,"{'number': 166, 'name': 'frame', 'category': {'part': 505, 'object': 36}, 'frequency': 541, 'coverage': 10.900613, 'syns': ['']}",part,0.004845661,"{'number': 295, 'name': 'striped', 'category': {'texture': 194}, 'frequency': 194, 'coverage': 194.0, 'syns': ['']}",texture,0.003976336,"{'number': 290, 'name': 'banded', 'category': {'texture': 205}, 'frequency': 205, 'coverage': 205.0, 'syns': ['']}",texture,0.003871534
22,texture,chequered,0.008064083,black-c,139916835,1679932,709286,0.005034415,ceiling,12122565,739910,56690,0.004426905,monitor,141433,194970,1961,0.005863498,leather,470954,346006,3371,0.00414337,office-s,1542912,393177,5052,0.002616211,chequered,1530368,84968,12922,0.008064083,"{'number': 382, 'name': 'chequered', 'category': {'texture': 122}, 'frequency': 122, 'coverage': 122.0, 'syns': ['']}",texture,0.008064083,"{'number': 261, 'name': 'monitor', 'category': {'part': 263}, 'frequency': 263, 'coverage': 11.452951, 'syns': ['']}",part,0.005863498,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.005352069,"{'number': 1, 'name': 'black-c', 'category': {'color': 62358}, 'frequency': 62358, 'coverage': 11135.320474, 'syns': ['']}",color,0.005034415,"{'number': 25, 'name': 'ceiling', 'category': {'object': 7812, 'part': 3}, 'frequency': 7815, 'coverage': 974.896306, 'syns': ['']}",object,0.004426905
23,part,lid,0.013638734,white-c,72511065,1561825,261410,0.00354159,tvmonitor,1019561,672276,11106,0.006607839,lid,90429,177794,3609,0.013638734,glass,2246777,408159,19005,0.007209976,dinette-vehicle-s,564480,390566,3308,0.003475746,chequered,1530368,52944,5779,0.003663315,"{'number': 217, 'name': 'lid', 'category': {'part': 351, 'object': 6}, 'frequency': 357, 'coverage': 7.332026, 'syns': ['']}",part,0.013638734,"{'number': 110, 'name': 'screen', 'category': {'part': 933, 'object': 4}, 'frequency': 937, 'coverage': 54.766765, 'syns': ['']}",part,0.010920536,"{'number': 30, 'name': 'glass', 'category': {'material': 5500, 'object': 21}, 'frequency': 5521, 'coverage': 181.69107, 'syns': ['']}",material,0.007209976,"{'number': 261, 'name': 'monitor', 'category': {'part': 263}, 'frequency': 263, 'coverage': 11.452951, 'syns': ['']}",part,0.006745761,"{'number': 168, 'name': 'tvmonitor', 'category': {'object': 536}, 'frequency': 536, 'coverage': 82.132809, 'syns': ['']}",object,0.006607839
24,texture,dotted,0.028374936,pink-c,18491188,1790993,71813,0.003553275,motorbike,1440771,716040,18975,0.008875798,wheel,1513439,391144,30933,0.016509487,ceramic,679072,383474,9971,0.009472959,bathroom-s,9257472,299885,28835,0.003026178,dotted,2935296,284005,88827,0.028374936,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.028374936,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.026935798,"{'number': 360, 'name': 'swirly', 'category': {'texture': 128}, 'frequency': 128, 'coverage': 128.0, 'syns': ['']}",texture,0.018212806,"{'number': 44, 'name': 'wheel', 'category': {'part': 3681, 'object': 69}, 'frequency': 3750, 'coverage': 122.407301, 'syns': ['']}",part,0.016509487,"{'number': 217, 'name': 'lid', 'category': {'part': 351, 'object': 6}, 'frequency': 357, 'coverage': 7.332026, 'syns': ['']}",part,0.010143958
25,object,ceiling,0.010280227,yellow-c,34166024,2307192,162009,0.00446168,ceiling,12122565,838317,131885,0.010280227,pot,422616,151408,1714,0.00299488,painted,13470129,573119,110033,0.007897172,attic-s,1216768,491085,5878,0.003453635,freckled,1555456,84716,9228,0.005658073,"{'number': 25, 'name': 'ceiling', 'category': {'object': 7812, 'part': 3}, 'frequency': 7815, 'coverage': 974.896306, 'syns': ['']}",object,0.010280227,"{'number': 20, 'name': 'painted', 'category': {'material': 9124}, 'frequency': 9124, 'coverage': 1087.511752, 'syns': ['']}",material,0.007897172,"{'number': 34, 'name': 'metal', 'category': {'material': 4843, 'object': 216}, 'frequency': 5059, 'coverage': 279.712176, 'syns': ['']}",material,0.006594766,"{'number': 377, 'name': 'freckled', 'category': {'texture': 124}, 'frequency': 124, 'coverage': 124.0, 'syns': ['']}",texture,0.005658073,"{'number': 17, 'name': 'wood', 'category': {'material': 9905, 'object': 487}, 'frequency': 10392, 'coverage': 790.502928, 'syns': ['']}",material,0.004478662
26,object,light,0.006680867,white-c,72511065,1120208,137212,0.001866981,light,350013,585265,6207,0.006680867,shade,197478,100228,1469,0.004958867,paper,471596,122497,1065,0.001795868,skyscraper-s,4402944,369469,12761,0.002681078,polka-dotted,1705984,68745,11490,0.006516417,"{'number': 46, 'name': 'light', 'category': {'object': 3687, 'part': 2}, 'frequency': 3689, 'coverage': 28.145308, 'syns': ['light source']}",object,0.006680867,"{'number': 342, 'name': 'polka-dotted', 'category': {'texture': 136}, 'frequency': 136, 'coverage': 136.0, 'syns': ['']}",texture,0.006516417,"{'number': 82, 'name': 'shade', 'category': {'part': 1554}, 'frequency': 1554, 'coverage': 16.055695, 'syns': ['']}",part,0.004958867,"{'number': 99, 'name': 'knob', 'category': {'part': 1130, 'object': 3}, 'frequency': 1133, 'coverage': 1.007464, 'syns': ['']}",part,0.004854022,"{'number': 276, 'name': 'dotted', 'category': {'texture': 234}, 'frequency': 234, 'coverage': 234.0, 'syns': ['']}",texture,0.004753113
27,object,skyscraper,0.009166336,purple-c,10857154,1352793,29292,0.002404797,skyscraper,1270392,802694,18830,0.009166336,crosswalk,241792,173441,3079,0.007470509,brick,422313,118285,2472,0.00459372,skyscraper-s,4402944,449638,35696,0.007410597,interlaced,1630720,122981,13632,0.007834172,"{'number': 241, 'name': 'skyscraper', 'category': {'object': 310}, 'frequency': 310, 'coverage': 102.142014, 'syns': ['']}",object,0.009166336,"{'number': 354, 'name': 'interlaced', 'category': {'texture': 130}, 'frequency': 130, 'coverage': 130.0, 'syns': ['']}",texture,0.007834172,"{'number': 256, 'name': 'crosswalk', 'category': {'part': 279}, 'frequency': 279, 'coverage': 19.70806, 'syns': ['']}",part,0.007470509,"{'number': 223, 'name': 'skyscraper-s', 'category': {'scene': 351}, 'frequency': 351, 'coverage': 351.0, 'syns': ['']}",scene,0.007410597,"{'number': 338, 'name': 'crosshatched', 'category': {'texture': 139}, 'frequency': 139, 'coverage': 139.0, 'syns': ['']}",texture,0.006369478
