unit,description,sim correlation
940,field,0.29063624143600464
941,freckled,0.08864270150661469
942,muzzle,-0.007330221589654684
943,tvmonitor,0.114863321185112
944,eye,0.04786265641450882
945,corridor,0.08930201083421707
946,freckled,0.04829687625169754
947,screen,-0.02661481313407421
948,spiralled,0.0006011796649545431
949,muzzle,0.15889792144298553
950,car,0.09806663542985916
951,shade,0.03558306023478508
952,mouth,-0.08061639964580536
953,muzzle,0.259032666683197
954,lined,0.08144217729568481
955,leg,-0.034362632781267166
956,hair,0.07535916566848755
957,torso,0.04011085629463196
958,zigzagged,0.02794942632317543
959,granite,0.009797264821827412
960,plant,0.17654691636562347
961,arm,0.07169453054666519
962,hair,-0.01855316571891308
963,book,0.030671976506710052
964,head,0.01862025074660778
965,hair,0.031397558748722076
966,sidewalk,0.07940871268510818
967,hair,0.06557049602270126
968,ear,0.08253958821296692
969,shade,0.047178540378808975
970,roof,0.06731970608234406
971,studded,0.11661422997713089
972,painted,-0.0026241352315992117
973,muzzle,0.049255967140197754
974,nose,0.018707366660237312
975,car,0.15556716918945312
976,sky,0.08980685472488403
977,red color,0.36516574025154114
978,wheel,0.07870196551084518
979,wheel,0.08719708770513535
980,white color,0.08544967323541641
981,honeycombed,0.0629725381731987
982,ball pit,0.04982610419392586
983,footboard,0.12697815895080566
984,head,-0.023601751774549484
985,spiralled,0.12160663306713104
986,eye,0.052431344985961914
987,person,0.004038714803755283
988,freckled,0.034408655017614365
989,drawer,0.1441608965396881
990,wood,0.024542782455682755
991,floor,0.11120011657476425
992,eye,-0.009922539815306664
993,screen,0.0796247273683548
994,floor,0.06077227741479874
995,freckled,0.09978491812944412
996,head,0.10998686403036118
997,muzzle,0.08396655321121216
998,car,0.040622223168611526
999,zigzagged,-0.040306396782398224
1000,hair,0.02700074203312397
1001,drawer,0.15231509506702423
1002,sky,0.15258413553237915
1003,neck,0.004647844936698675
1004,muzzle,0.038743097335100174
1005,seat cushion,0.07670126855373383
1006,skyscraper,0.08355538547039032
1007,plant,0.20101262629032135
1008,screen,0.060704730451107025
1009,windowpane,0.07721629738807678
1010,ear,0.02290898747742176
1011,muzzle,0.05791552737355232
1012,muzzle,0.07308993488550186
1013,chequered,-0.043075479567050934
1014,perforated,0.08827321976423264
1015,spiralled,0.18979594111442566
1016,shade,0.08393114060163498
1017,woven,0.0215444415807724
1018,cradle,0.04936240240931511
1019,road,0.017098592594265938
1020,freckled,0.06483495235443115
1021,corridor,0.10657331347465515
1022,striped,0.04454151168465614
1023,leg,0.003278216579928994
